run,,onset,duration,major_location,setting,locale,int_or_ext,flow_of_time,time_of_day,run,character,chronology
6,1581,296.72,13,California,apartment with balcony,balcony,ext,0,night,6,JENNY,6
6,615,302.24,18.08,California,apartment with balcony,balcony,ext,0,night,6,0,6
6,1582,309.72,10,California,apartment with balcony,balcony,ext,0,night,6,JENNY,6
6,616,320.32,18.16,Bayou La Batre,on the boat,on the boat,ext,0,night,6,0,6
6,1583,332.72,1,Bayou La Batre,harbor,jetty,ext,++,day,6,FORREST,6
6,1584,333.72,4,Bayou La Batre,harbor,jetty,ext,++,day,6,FORREST,6
6,617,338.48,11.6,Bayou La Batre,harbor,jetty,ext,++,day,6,0,6
6,618,350.08,2.44,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,619,352.52,4.92,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,1585,354.72,1,Bayou La Batre,harbor,jetty,ext,0,day,6,FORREST,6
6,1586,355.72,34,Bayou La Batre,harbor,jetty,ext,0,day,6,FORREST,6
6,620,357.44,1.72,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,621,359.16,1.52,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,622,360.68,3.04,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,623,363.72,6,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,624,369.72,21,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,1587,389.72,1,Bayou La Batre,harbor,jetty,ext,0,day,6,FORREST,6
6,1588,390.72,3,Bayou La Batre,harbor,jetty,ext,0,day,6,FORREST,6
6,625,390.72,2.32,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,626,393.04,2.08,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,1589,393.72,1,Bayou La Batre,harbor,jetty,ext,0,day,6,FORREST,6
6,627,395.12,8.68,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,1590,397.72,3,Bayou La Batre,harbor,jetty,ext,0,day,6,DAN,6
6,1591,401.72,1,Bayou La Batre,harbor,jetty,ext,0,day,6,DAN,6
6,1592,402.72,4,Bayou La Batre,harbor,jetty,ext,0,day,6,DAN,6
6,628,403.8,5.48,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,1593,404.72,3,Bayou La Batre,harbor,jetty,ext,0,day,6,FORREST,6
6,1594,406.72,2,Bayou La Batre,harbor,jetty,ext,0,day,6,DAN,6
6,1595,407.72,1,Bayou La Batre,harbor,jetty,ext,0,day,6,FORREST,6
6,1596,408.72,1,Bayou La Batre,harbor,jetty,ext,0,day,6,DAN,6
6,1597,408.72,1,Bayou La Batre,harbor,jetty,ext,0,day,6,FORREST,6
6,629,409.28,7.88,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,1598,409.72,5,Bayou La Batre,harbor,jetty,ext,0,day,6,DAN,6
6,1599,409.72,8,Bayou La Batre,harbor,jetty,ext,0,day,6,FORREST,6
6,1600,414.72,5,Bayou La Batre,harbor,jetty,ext,0,day,6,DAN,6
6,630,417.16,3,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,1601,417.72,1,Bayou La Batre,harbor,jetty,ext,0,day,6,FORREST,6
6,1602,418.72,2,Bayou La Batre,harbor,jetty,ext,0,day,6,FORREST,6
6,1603,419.72,1,Bayou La Batre,harbor,jetty,ext,0,day,6,DAN,6
6,631,420.16,2.12,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,1604,420.72,2,Bayou La Batre,harbor,jetty,ext,0,day,6,FORREST,6
6,632,422.28,14.4,Bayou La Batre,harbor,jetty,ext,0,day,6,0,6
6,1605,427.72,6,Bayou La Batre,harbor,jetty,ext,0,day,6,FORREST,6
6,633,436.68,5.72,Bayou La Batre,on the boat,on the boat,ext,++,day,6,0,6
6,1606,438.72,1,Bayou La Batre,on the boat,on the boat,ext,++,day,6,DAN,6
6,1607,439.72,5,Bayou La Batre,on the boat,on the boat,ext,++,day,6,DAN,6
6,634,442.4,12.72,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,1608,444.72,3,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,1609,447.72,10,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,635,455.12,8.08,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,1610,457.72,5,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,1611,462.72,1,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,636,463.2,7.68,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,1612,463.72,1,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,1613,464.72,2,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,1614,466.72,3,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,1615,469.72,1,Bayou La Batre,on the boat,on the boat,ext,+,day,6,DAN,6
6,637,470.88,22.4,Bayou La Batre,on the boat,on the boat,ext,+,day,6,0,6
6,1616,479.72,8,Bayou La Batre,on the boat,on the boat,ext,+,day,6,FORREST,6
6,1617,481.72,2,Bayou La Batre,on the boat,on the boat,ext,+,day,6,DAN,6
6,1618,483.72,1,Bayou La Batre,on the boat,on the boat,ext,+,day,6,DAN,6
6,1619,484.72,1,Bayou La Batre,on the boat,on the boat,ext,+,day,6,DAN,6
6,1620,485.72,7,Bayou La Batre,on the boat,on the boat,ext,+,day,6,DAN,6
6,1621,487.72,5,Bayou La Batre,on the boat,on the boat,ext,+,day,6,FORREST,6
6,638,493.28,8.6,Bayou La Batre,Foursquare Church,Foursquare Church,int,++,day,6,0,6
6,639,501.88,7,Bayou La Batre,Foursquare Church,Foursquare Church,int,0,day,6,0,6
6,1622,503.72,5,Bayou La Batre,Foursquare Church,Foursquare Church,int,0,day,6,DAN,6
6,640,508.88,25.28,Bayou La Batre,on the boat,on the boat,ext,++,day,6,0,6
6,1623,515.72,6,Bayou La Batre,on the boat,on the boat,ext,++,day,6,FORREST,6
6,1625,521.72,2,Bayou La Batre,on the boat,on the boat,ext,++,day,6,FORREST,6
6,1624,521.72,3,Bayou La Batre,on the boat,on the boat,ext,++,day,6,DAN,6
6,1626,523.72,2,Bayou La Batre,on the boat,on the boat,ext,++,day,6,FORREST,6
6,1627,524.72,6,Bayou La Batre,on the boat,on the boat,ext,++,day,6,DAN,6
6,1628,525.72,5,Bayou La Batre,on the boat,on the boat,ext,++,day,6,FORREST,6
6,1629,530.72,1,Bayou La Batre,on the boat,on the boat,ext,++,day,6,FORREST,6
6,1630,531.72,1,Bayou La Batre,on the boat,on the boat,ext,++,day,6,FORREST,6
6,641,534.16,17.28,Bayou La Batre,on the boat,on the boat,ext,++,day,6,0,6
6,1631,538.72,13,Bayou La Batre,on the boat,on the boat,ext,++,day,6,FORREST,6
6,1632,550.72,3,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,642,551.44,12.24,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,1633,551.72,16,Bayou La Batre,on the boat,on the boat,ext,0,day,6,FORREST,6
6,1634,553.72,1,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,1635,554.72,8,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,1636,562.72,4,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,643,563.68,3.84,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,1637,566.72,17,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,644,567.52,5.44,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,1638,567.72,16,Bayou La Batre,on the boat,on the boat,ext,0,day,6,FORREST,6
6,645,572.96,5.52,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,646,578.48,5.8,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,647,584.28,2.04,Gump property,Gump House,living room,int,++,day,6,0,6
6,648,586.32,7.56,Bayou La Batre,harbor,yet another jetty,ext,0,day,6,0,6
6,649,593.88,10.44,Gump property,Gump House,living room,int,0,day,6,0,6
6,650,604.32,2.44,Gump property,Gump House,living room,int,0,day,6,0,6
6,1639,604.72,1,Gump property,Gump House,living room,int,0,day,6,MRSGUMP,6
6,1640,605.72,1,Gump property,Gump House,living room,int,0,day,6,MRSGUMP,6
6,1641,606.72,1,Gump property,Gump House,living room,int,0,day,6,MRSGUMP,6
6,651,606.76,3.04,Gump property,Gump House,living room,int,0,day,6,0,6
6,652,609.8,1.28,Bayou La Batre,on the boat,on the boat,ext,++,day,6,0,6
6,653,611.08,1.44,Bayou La Batre,on the boat,on the boat,ext,++,day,6,0,6
6,654,612.52,6.88,Bayou La Batre,on the boat,on the boat,ext,++,day,6,0,6
6,1643,615.72,1,Bayou La Batre,on the boat,on the boat,ext,++,day,6,FORREST,6
6,1642,615.72,3,Bayou La Batre,on the boat,on the boat,ext,++,day,6,DAN,6
6,1644,616.72,1,Bayou La Batre,on the boat,on the boat,ext,++,day,6,FORREST,6
6,1645,617.72,1,Bayou La Batre,on the boat,on the boat,ext,++,day,6,FORREST,6
6,1646,618.72,1,Savannah,bench at bus stop,bench at bus stop,ext,++,day,6,FORREST,8
6,655,619.4,18.96,Savannah,bench at bus stop,bench at bus stop,ext,++,day,6,0,8
6,1647,619.72,12,Savannah,bench at bus stop,bench at bus stop,ext,++,day,6,FORREST,8
6,1648,631.72,5,Savannah,bench at bus stop,bench at bus stop,ext,0,day,6,FORREST,8
6,1649,636.72,1,Savannah,bench at bus stop,bench at bus stop,ext,0,day,6,FORREST,8
6,656,638.36,4.6,Savannah,bench at bus stop,bench at bus stop,ext,0,day,6,0,8
6,657,642.96,18.08,Savannah,bench at bus stop,bench at bus stop,ext,0,day,6,0,8
6,1650,645.72,2,Savannah,bench at bus stop,bench at bus stop,ext,0,day,6,FORREST,8
6,1651,647.72,12,Savannah,bench at bus stop,bench at bus stop,ext,0,day,6,FORREST,8
6,1652,660.72,2,Savannah,bench at bus stop,bench at bus stop,ext,0,day,6,FORREST,8
6,658,661.04,3.52,Savannah,bench at bus stop,bench at bus stop,ext,0,day,6,0,8
6,659,664.56,17.12,Savannah,bench at bus stop,bench at bus stop,ext,0,day,6,0,8
6,660,681.68,1.92,Savannah,bench at bus stop,bench at bus stop,ext,0,day,6,0,8
6,661,683.6,2.88,Savannah,bench at bus stop,bench at bus stop,ext,0,day,6,0,8
6,662,686.48,1.72,Bayou La Batre,on the boat,on the boat,ext,-,day,6,0,6
6,663,688.2,2.6,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,664,690.8,6.32,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,1653,691.72,1,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,1654,692.72,1,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,1655,693.72,4,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,665,697.12,1.36,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,1656,697.72,2,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,666,698.48,2.64,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,1657,699.72,2,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,667,701.12,1.28,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,1658,701.72,2,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,668,702.4,10.4,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,1659,704.72,1,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,1660,705.72,1,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,1661,706.72,1,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,1662,707.72,1,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,1663,708.72,18,Bayou La Batre,on the boat,on the boat,ext,0,day,6,DAN,6
6,669,712.8,4.88,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,670,717.68,9.88,Bayou La Batre,on the boat,on the boat,ext,0,day,6,0,6
6,671,727.56,29.92,Savannah,bench at bus stop,bench at bus stop,ext,++,day,6,0,8
6,1664,742.72,2,Greenbow Alabama,football field,on the football field,ext,-,day,6,FORREST,6
6,1665,744.72,12,Greenbow Alabama,football field,on the football field,ext,-,day,6,FORREST,6
6,672,757.48,4.6,Greenbow Alabama,football field,on the football field,ext,-,day,6,0,6
6,673,762.08,10.68,Gump property,access-road,at the mail boxes,ext,++,day,6,0,6
6,674,772.76,4.28,Savannah,bench at bus stop,bench at bus stop,ext,++,day,6,0,6
6,1666,774.72,2,Savannah,bench at bus stop,bench at bus stop,ext,++,day,6,FORREST,6
6,675,777.04,5.84,Bayou La Batre,Foursquare Church,Foursquare Church,int,-,day,6,0,6
6,676,782.88,9.36,Bayou La Batre,Foursquare Church,in front of Foursquare Church,ext,++,day,6,0,6
6,677,792.24,6.28,Bayou La Batre,Gump Medical Center,Gump Medical Center,ext,++,day,6,0,6
6,678,798.52,11.6,Bayou La Batre,Bubba's Home,Bubba's Home,ext,++,day,6,0,6
6,1667,809.72,2,Savannah,bench at bus stop,bench at bus stop,ext,++,day,6,FORREST,6
6,679,810.12,1.68,Savannah,bench at bus stop,bench at bus stop,ext,++,day,6,0,6
6,680,811.8,6.4,Bayou La Batre,Bubba's mother's dining room,Bubba's mother's dining room,int,-,day,6,0,6
6,681,818.2,8.72,Greenbow Alabama,football field,on the football field,ext,++,day,6,0,6
6,1668,826.72,10,Gump property,Gump House,front of Gump House,ext,++,night,6,FORREST,7
6,682,826.92,10.84,Gump property,Gump House,front of Gump House,ext,++,night,6,0,7
6,1669,836.72,9,Gump property,Gump House,front of Gump House,ext,0,night,6,FORREST,7
6,683,837.76,8.96,Gump property,Gump House,front of Gump House,ext,0,night,6,0,7
6,1670,845.72,1,Gump property,Gump House,front of Gump House,ext,0,night,6,FORREST,7
6,684,846.72,22.12,Gump property,Gump House,front of Gump House,ext,0,night,6,0,7
6,1671,846.72,22,Gump property,Gump House,front of Gump House,ext,0,night,6,FORREST,7
7,685,6.76,18.92,Gump property,Gump House,garden,ext,+,day,7,0,7
7,686,25.68,13.72,Gump property,Gump House,front of Gump House,ext,0,day,7,0,7
7,687,39.4,5.72,Gump property,Gump House,garden,ext,0,day,7,0,7
7,1672,40.64,1,Gump property,Gump House,garden,ext,0,day,7,FORREST,7
7,1673,41.64,4,Gump property,Gump House,garden,ext,0,day,7,FORREST,7
7,688,45.12,2.76,Gump property,Gump House,garden,ext,0,day,7,0,7
7,689,47.88,9.4,Gump property,Gump House,garden,ext,0,day,7,0,7
7,690,57.28,2.24,Gump property,Gump House,garden,ext,0,day,7,0,7
7,691,59.52,2.32,Gump property,Gump House,garden,ext,0,day,7,0,7
7,1674,60.64,1,Gump property,Gump House,garden,ext,0,day,7,FORREST,7
7,1675,61.64,1,Gump property,Gump House,garden,ext,0,day,7,FORREST,7
7,692,61.84,5.12,Gump property,Gump House,garden,ext,0,day,7,0,7
7,1676,62.64,19,Gump property,Gump House,garden,ext,0,day,7,FORREST,7
7,693,66.96,2.04,Gump property,Gump House,garden,ext,0,day,7,0,7
7,694,69,3,Gump property,Gump House,garden,ext,0,day,7,0,7
7,1677,69.64,6,Gump property,Gump House,garden,ext,0,day,7,JENNY,7
7,695,72,3.12,Gump property,Gump House,garden,ext,0,day,7,0,7
7,696,75.12,5.36,Gump property,Gump House,garden,ext,0,day,7,0,7
7,1678,75.64,12,Gump property,Gump House,garden,ext,0,day,7,JENNY,7
7,697,80.48,7.08,Gump property,Gump House,garden,ext,0,day,7,0,7
7,1679,81.64,6,Gump property,Gump House,garden,ext,0,day,7,FORREST,7
7,698,87.56,15.92,Gump property,Gump House,Jenny's bedroom,int,++,day,7,0,7
7,1680,96.64,6,Greenbow Alabama,random meadow,random meadow,ext,++,day,7,FORREST,7
7,699,103.48,17.88,Greenbow Alabama,random meadow,random meadow,ext,++,day,7,0,7
7,1681,106.64,1,Greenbow Alabama,random meadow,random meadow,ext,++,day,7,JENNY,7
7,1682,107.64,11,Greenbow Alabama,random meadow,random meadow,ext,++,day,7,JENNY,7
7,1683,107.64,13,Greenbow Alabama,random meadow,random meadow,ext,++,day,7,FORREST,7
7,1684,118.64,3,Greenbow Alabama,tree on a field,tree on a field,ext,++,day,7,JENNY,7
7,700,121.36,10.28,Greenbow Alabama,tree on a field,tree on a field,ext,++,day,7,0,7
7,701,131.64,7.4,Gump property,Gump House,unknown_1,int,++,day,7,0,7
7,1685,131.64,3,Gump property,Gump House,unknown_1,int,++,day,7,JENNY,7
7,1686,134.64,4,Gump property,Gump House,unknown_1,int,++,day,7,JENNY,7
7,702,139.04,7.28,Gump property,Gump House,front of Gump House,ext,++,day,7,0,7
7,1687,140.64,1,Gump property,Gump House,front of Gump House,ext,++,day,7,JENNY,7
7,1688,141.64,4,Gump property,Gump House,front of Gump House,ext,++,day,7,JENNY,7
7,1689,142.64,3,Gump property,Gump House,front of Gump House,ext,++,day,7,FORREST,7
7,1691,145.64,1,Gump property,Gump House,front of Gump House,ext,++,day,7,FORREST,7
7,1690,145.64,1,Gump property,Gump House,front of Gump House,ext,++,day,7,JENNY,7
7,703,146.32,19.36,Gump property,Gump House,front of Gump House,ext,++,day,7,0,7
7,1692,146.64,19,Gump property,Gump House,front of Gump House,ext,++,day,7,JENNY,7
7,1693,146.64,19,Gump property,Gump House,front of Gump House,ext,++,day,7,FORREST,7
7,1694,165.64,1,Greenbow Alabama,riverside,riverside,ext,++,day,7,JENNY,7
7,1695,165.64,6,Greenbow Alabama,riverside,riverside,ext,++,day,7,FORREST,7
7,704,165.68,12.96,Greenbow Alabama,riverside,riverside,ext,++,day,7,0,7
7,1696,166.64,8,Greenbow Alabama,riverside,riverside,ext,++,day,7,JENNY,7
7,1697,171.64,3,Greenbow Alabama,riverside,riverside,ext,++,day,7,FORREST,7
7,1698,174.64,1,Greenbow Alabama,riverside,riverside,ext,++,day,7,JENNY,7
7,1699,174.64,1,Greenbow Alabama,riverside,riverside,ext,++,day,7,FORREST,7
7,1700,175.64,2,Greenbow Alabama,riverside,riverside,ext,++,day,7,FORREST,7
7,705,178.64,27.56,Gump property,Gump House,living room,int,++,night,7,0,7
7,1701,188.64,9,Gump property,Gump House,living room,int,++,night,7,JENNY,7
7,1702,198.64,1,Gump property,Gump House,corridor downstairs,int,0,night,7,JENNY,7
7,1703,199.64,1,Gump property,Gump House,corridor downstairs,int,0,night,7,JENNY,7
7,1704,200.64,4,Gump property,Gump House,corridor downstairs,int,0,night,7,FORREST,7
7,706,206.2,12.4,Gump property,Gump House,corridor downstairs,int,0,night,7,0,7
7,1705,206.64,3,Gump property,Gump House,corridor downstairs,int,0,night,7,FORREST,7
7,1706,209.64,5,Gump property,Gump House,corridor downstairs,int,0,night,7,FORREST,7
7,1707,211.64,1,Gump property,Gump House,corridor downstairs,int,0,night,7,JENNY,7
7,1708,212.64,15,Gump property,Gump House,corridor downstairs,int,0,night,7,JENNY,7
7,1709,214.64,3,Gump property,Gump House,corridor downstairs,int,0,night,7,FORREST,7
7,1710,217.64,6,Gump property,Gump House,corridor downstairs,int,0,night,7,FORREST,7
7,707,218.6,4.36,Gump property,Gump House,corridor downstairs,int,0,night,7,0,7
7,708,222.96,4.04,Gump property,Gump House,corridor downstairs,int,0,night,7,0,7
7,1711,223.64,1,Gump property,Gump House,corridor downstairs,int,0,night,7,FORREST,7
7,1712,224.64,7,Gump property,Gump House,corridor downstairs,int,0,night,7,FORREST,7
7,709,227,4.6,Gump property,Gump House,corridor downstairs,int,0,night,7,0,7
7,1713,227.64,5,Gump property,Gump House,corridor downstairs,int,0,night,7,JENNY,7
7,710,231.6,5.28,Gump property,Gump House,corridor downstairs,int,0,night,7,0,7
7,1714,231.64,1,Gump property,Gump House,corridor downstairs,int,0,night,7,FORREST,7
7,1715,232.64,5,Gump property,Gump House,corridor downstairs,int,0,night,7,JENNY,7
7,1716,232.64,4,Gump property,Gump House,corridor downstairs,int,0,night,7,FORREST,7
7,1717,236.64,13,Gump property,Gump House,corridor downstairs,int,0,night,7,FORREST,7
7,711,236.88,2.28,Gump property,Gump House,corridor downstairs,int,0,night,7,0,7
7,1718,237.64,2,Gump property,Gump House,corridor downstairs,int,0,night,7,JENNY,7
7,712,239.16,11.16,Gump property,Gump House,corridor downstairs,int,0,night,7,0,7
7,1719,239.64,12,Gump property,Gump House,corridor downstairs,int,0,night,7,JENNY,7
7,1720,249.64,2,Gump property,Gump House,corridor downstairs,int,0,night,7,FORREST,7
7,713,250.32,1.96,Gump property,Gump House,corridor downstairs,int,0,night,7,0,7
7,1722,251.64,4,Gump property,Gump House,corridor downstairs,int,0,night,7,FORREST,7
7,1721,251.64,8,Gump property,Gump House,corridor downstairs,int,0,night,7,JENNY,7
7,714,252.28,3.44,Gump property,Gump House,corridor downstairs,int,0,night,7,0,7
7,1723,255.64,7,Gump property,Gump House,corridor downstairs,int,0,night,7,FORREST,7
7,715,255.72,3.64,Gump property,Gump House,corridor downstairs,int,0,night,7,0,7
7,716,259.36,3.32,Gump property,Gump House,corridor downstairs,int,0,night,7,0,7
7,1724,259.64,2,Gump property,Gump House,corridor downstairs,int,0,night,7,JENNY,7
7,717,262.68,4,Gump property,Gump House,front of Gump House,ext,+,night,7,0,7
7,718,266.68,20.96,Gump property,Gump House,Forrest's bedroom,int,+,night,7,0,7
7,1725,283.64,2,Gump property,Gump House,Forrest's bedroom,int,0,night,7,JENNY,7
7,1726,285.64,2,Gump property,Gump House,Forrest's bedroom,int,0,night,7,JENNY,7
7,1727,287.64,2,Gump property,Gump House,Forrest's bedroom,int,0,night,7,JENNY,7
7,719,287.64,21.48,Gump property,Gump House,Forrest's bedroom,int,0,night,7,0,7
7,1728,289.64,20,Gump property,Gump House,Forrest's bedroom,int,0,night,7,JENNY,7
7,1729,291.64,1,Gump property,Gump House,Forrest's bedroom,int,0,night,7,FORREST,7
7,1730,292.64,1,Gump property,Gump House,Forrest's bedroom,int,0,night,7,FORREST,7
7,1731,293.64,26,Gump property,Gump House,Forrest's bedroom,int,0,night,7,FORREST,7
7,720,309.12,11.16,Gump property,Gump House,Forrest's bedroom,int,0,night,7,0,7
7,1732,309.64,10,Gump property,Gump House,Forrest's bedroom,int,0,night,7,JENNY,7
7,721,320.28,17,Gump property,Gump House,front of Gump House,ext,++,day,7,0,7
7,722,337.28,9.76,Gump property,Gump House,front of Gump House,ext,0,day,7,0,7
7,1733,340.64,2,Gump property,Gump House,front of Gump House,ext,0,day,7,JENNY,7
7,1734,342.64,4,Gump property,Gump House,front of Gump House,ext,0,day,7,JENNY,7
7,723,347.04,17.16,Gump property,Gump House,Forrest's bedroom,int,0,day,7,0,7
7,724,364.2,13.48,Gump property,Gump House,unknown_2,int,++,day,7,0,7
7,1735,373.64,21,Gump property,Gump House,Jenny's bedroom,int,++,day,7,FORREST,7
7,725,377.68,8.64,Gump property,Gump House,Jenny's bedroom,int,++,day,7,0,7
7,726,386.32,8.32,Gump property,Gump House,living room,int,++,day,7,0,7
7,727,394.64,19.4,Gump property,Gump House,front of Gump House,ext,++,day,7,0,7
7,1736,401.64,12,Gump property,Gump House,front of Gump House,ext,++,day,7,FORREST,7
7,1737,413.64,8,Gump property,Gump House,front of Gump House,ext,0,day,7,FORREST,7
7,728,414.04,16.32,Gump property,Gump House,front of Gump House,ext,0,day,7,0,7
7,729,430.36,6.56,Gump property,access-road,alley to Gump House,ext,0,day,7,0,7
7,1738,430.64,7,Gump property,access-road,alley to Gump House,ext,0,day,7,FORREST,7
7,730,436.92,6.64,Gump property,access-road,at the mail boxes,ext,+,day,7,0,7
7,731,443.56,4.6,Greenbow Alabama,main street,in the barbershop,int,+,day,7,0,7
7,732,448.16,8.32,Greenbow Alabama,road with bridge,road with bridge,ext,+,day,7,0,7
7,733,456.48,5.6,Mississippi,road with Mississippi sign,road with Mississippi sign,ext,++,day,7,0,7
7,734,462.08,6.36,Savannah,bench at bus stop,bench at bus stop,ext,++,day,7,0,8
7,735,468.44,4.2,Santa Monica,yacht harbor,yacht harbor,ext,-,day,7,0,7
7,736,472.64,9.72,Santa Monica,yacht harbor,yacht harbor's jetty,ext,+,day,7,0,7
7,737,482.36,11.52,Atlantic Ocean,beacon,beacon,ext,++,day,7,0,7
7,738,493.88,5.36,Atlantic Ocean,beacon,beacon,ext,0,day,7,0,7
7,739,499.24,5.64,Savannah,bench at bus stop,bench at bus stop,ext,++,day,7,0,8
7,740,504.88,3.28,Savannah,bench at bus stop,bench at bus stop,ext,0,day,7,0,8
7,741,508.16,3.04,Savannah,bench at bus stop,bench at bus stop,ext,0,day,7,0,8
7,742,511.2,9.4,United States,road at a river,road at a river,ext,-,day,7,0,7
7,743,520.6,6.92,United States,road between wheat fields,road between wheat fields,ext,++,day,7,0,7
7,744,527.52,7.48,Rocky Mountains,stone bridge,stone bridge,ext,++,day,7,0,7
7,745,535,6.92,United States,road between fences,road between fences,ext,++,day,7,0,7
7,746,541.92,10.04,United States,autumn forrest,autumn forrest with houses,ext,++,day,7,0,7
7,747,551.96,6.04,United States,autumn forrest,road trough autumn forrest,ext,+,day,7,0,7
7,748,558,6.28,Greenbow Alabama,main street,in the barbershop,int,+,day,7,0,7
7,749,564.28,2.24,Greenbow Alabama,main street,in the barbershop,int,+,day,7,0,7
7,750,566.52,13.44,Savannah,restaurant,restaurant,int,+,day,7,0,7
7,1739,573.64,1,Mississippi,bridge at mississippi river,bridge at mississippi river,ext,0,day,7,JENNY,7
7,1740,574.64,5,Mississippi,bridge at mississippi river,bridge at mississippi river,ext,0,day,7,JENNY,7
7,751,579.96,16.64,Mississippi,bridge at mississippi river,bridge at mississippi river,ext,0,day,7,0,7
7,752,596.6,1.64,Savannah,bench at bus stop,bench at bus stop,ext,++,day,7,0,8
7,753,598.24,4.48,United States,street with houses,street with houses,ext,-,day,7,0,7
7,1741,602.64,5,Savannah,bench at bus stop,bench at bus stop,ext,++,day,7,FORREST,8
7,754,602.72,5.36,Savannah,bench at bus stop,bench at bus stop,ext,++,day,7,0,8
7,755,608.08,12.04,United States,street with houses,street with houses,ext,-,day,7,0,7
7,756,620.12,5.36,United States,street in mountains,street in mountains,ext,++,day,7,0,7
7,757,625.48,5.52,United States,street in desert,street in desert,ext,++,day,7,0,7
7,1742,630.64,1,Savannah,bench at bus stop,bench at bus stop,ext,++,day,7,FORREST,8
7,758,631,6.8,Savannah,bench at bus stop,bench at bus stop,ext,++,day,7,0,8
7,1743,631.64,2,Savannah,bench at bus stop,bench at bus stop,ext,++,day,7,FORREST,8
7,1744,633.64,4,Savannah,bench at bus stop,bench at bus stop,ext,++,day,7,FORREST,8
7,759,637.8,32.04,United States,street with sidewalk,street with sidewalk,ext,-,day,7,0,7
7,760,669.84,3.2,United States,street with crashing cars,street with crashing cars,ext,++,day,7,0,7
7,761,673.04,21.36,United States,truck stop,truck stop,ext,-,day,7,0,7
7,1745,691.64,1,United States,truck stop,truck stop,ext,0,day,7,FORREST,7
7,1746,692.64,1,United States,truck stop,truck stop,ext,0,day,7,FORREST,7
7,762,694.4,4.96,United States,truck stop,truck stop,ext,0,day,7,0,7
7,763,699.36,3.92,United States,truck stop,truck stop,ext,0,day,7,0,7
7,764,703.28,32.6,Monument Valley,road through Monument Valley,road through Monument Valley,ext,++,day,7,0,7
7,765,735.88,9.76,Monument Valley,road through Monument Valley,road through Monument Valley,ext,0,day,7,0,7
7,766,745.64,18.76,Monument Valley,road through Monument Valley,road through Monument Valley,ext,0,day,7,0,7
